"price","area","rooms","address","part"
419,71.7,3.5,"Hosbachstr. 4, Aplerbeck, Dortmund","Aplerbeck"
459,71,3.5,"Sonnenscheineck 1, Aplerbeck, Dortmund","Aplerbeck"
429,71,3.5,"Hosbachstr. 14, Aplerbeck, Dortmund","Aplerbeck"
419,61.23,3.5,"Albert-Schweitzer-Weg 3, Rahm, Dortmund","Rahm"
379,67,3.5,"Echeloh 43, Kley, Dortmund","Kley"
379,47,2.5,"Pillauer Str. 5, Huckarde, Dortmund","Huckarde"
349,46.35,2.5,"Am Funkturm 51, Neuasseln, Dortmund","Neuasseln"
469,61.02,3.5,"Bredowstr. 21, Neuasseln, Dortmund","Neuasseln"
469,61.02,3.5,"Bredowstr. 15, Neuasseln, Dortmund","Neuasseln"
419,63.76,3.5,"Jungferntalstr. 63, Rahm, Dortmund","Rahm"
369,55.81,2.5,"Auf dem Brauck 81, Oestrich, Dortmund","Oestrich"
359,60.49,3.5,"Butzstr. 4, Nette, Dortmund","Nette"
399,59.44,3,"Hobestadt 4, Oestrich, Dortmund","Oestrich"
379,59.8,3,"Auf dem Brauck 79, Oestrich, Dortmund","Oestrich"
750,105,4,"Sölder Str. 54, Sölde, Dortmund","Sölde"
270,45,2,"Phönixstraße 33, Hörde, Dortmund","Hörde"
745,89,3,"Gerichtsstr. 13, Innenstadt, Dortmund","Innenstadt"
1050,132,3,"Wittbräucker Str. 438, Höchsten, Dortmund","Höchsten"
365,65,2.5,"Wilhelmstraße 21, Innenstadt, Dortmund","Innenstadt"
275,55,3,"Lütgendortmund, Dortmund","Lütgendortmund"
305,67.65,2.5,"Dorstfelder Hellweg 19, Dorstfeld, Dortmund","Dorstfeld"
360,53,3,"Hamburger Str. 69, Innenstadt, Dortmund","Innenstadt"
480,72,3,"Luisenhoffnung 5, Barop, Dortmund","Barop"
760,76,2,"Brackel, Dortmund","Brackel"
394.8,56,2,"Asseln, Dortmund","Asseln"
265,36,1,"Arndtstraße 64, Innenstadt, Dortmund","Innenstadt"
429.07,79.31,3,"Spannstraße 18, Scharnhorst, Dortmund","Scharnhorst"
369.8,63.32,2,"Stresemannstraße 23, Scharnhorst, Dortmund","Scharnhorst"
390.6,70,3,"Simmelweg 21, Scharnhorst, Dortmund","Scharnhorst"
230,40,2,"Westerfilderstr. 24, Westerfilde, Dortmund","Westerfilde"
470,62,2,"Viktorias 16, Innenstadt, Dortmund","Innenstadt"
300,54.5,2.5,"Westerfilderstr. 24, Westerfilde, Dortmund","Westerfilde"
391.58,70,3,"Kautskystraße 24, Scharnhorst, Dortmund","Scharnhorst"
349,45,2.5,"Lindbreiteweg 4, Barop, Dortmund","Barop"
330,55,2,"Alter Hellweg 83, Lütgendortmund, Dortmund","Lütgendortmund"
398,69,2,"Ostermärsch 83, Innenstadt, Dortmund","Innenstadt"
525,87,3,"Lichtendorf, Dortmund","Lichtendorf"
620,95,4,"Innenstadt, Dortmund","Innenstadt"
300,45,2,"Sölde, Dortmund","Sölde"
420,68,2,"Rheinische Straße 44, Innenstadt, Dortmund","Innenstadt"
421.6,62,2,"Oelmühlenweg 8, Hombruch, Dortmund","Hombruch"
270,45,2,"Hörde, Dortmund","Hörde"
390,63,2.5,"Berghofer Straße 69, Berghofen, Dortmund","Berghofen"
450,63,3,"Bornstr.107 1, Innenstadt, Dortmund","Innenstadt"
460,74,2,"Heideweg 3, Holzen, Dortmund","Holzen"
405,56,2,"Brackeler Hellweg 56, Brackel, Dortmund","Brackel"
299,39,1,"Friedrichstr. 41, Innenstadt, Dortmund","Innenstadt"
900,140,5,"Ruinenstraße 13, Aplerbeck, Dortmund","Aplerbeck"
770,90,4.5,"Berghofer Str. 230, Berghofen, Dortmund","Berghofen"
1450,183,5,"Hörde, Dortmund","Hörde"
420,81,3,"Speckestr. 8, Westerfilde, Dortmund","Westerfilde"
685,84,3,"Am Gemeindehaus 12, Hombruch, Dortmund","Hombruch"
860,93,2,"Bittermark, Dortmund","Bittermark"
345.28,62.55,2,"Max-Brod-Straße 35, Scharnhorst, Dortmund","Scharnhorst"
432.41,79.78,3,"Stresemannstraße 11, Scharnhorst, Dortmund","Scharnhorst"
640,80,3.5,"Berghofen, Dortmund","Berghofen"
509,95,3,"Enscheder Straße 18, Innenstadt, Dortmund","Innenstadt"
323.42,64,2,"Brache 6, Bövinghausen, Dortmund","Bövinghausen"
396.86,67.84,3.5,"Polliusweg 4, Wickede, Dortmund","Wickede"
348.24,65,3,"Polliusweg 11, Wickede, Dortmund","Wickede"
309,52.18,2.5,"Jung-Stillingweg 4, Wickede, Dortmund","Wickede"
361.42,70,3.5,"Rauschenbusch Straße 63, Wickede, Dortmund","Wickede"
450,75,3,"Dümperstrasse 1, Löttringhausen, Dortmund","Löttringhausen"
320,55.7,2.5,"Cimbernstraße  29, Hörde, Dortmund","Hörde"
480,68,3,"Stockumer Str. 219, Barop, Dortmund","Barop"
500,57.82,3.5,"Innenstadt, Dortmund","Innenstadt"
379,65,3,"Sprickmannweg 8, Wickede, Dortmund","Wickede"
285,40,2.5,"Brackeler Straße 35, Innenstadt, Dortmund","Innenstadt"
875,103,2.5,"Innenstadt, Dortmund","Innenstadt"
399,70,3,"Polliusweg 11, Wickede, Dortmund","Wickede"
624,89,3,"Wellinghofen, Dortmund","Wellinghofen"
450,74.96,4,"Büttnerstr. 38, Lanstrop, Dortmund","Lanstrop"
518,61,2,"Innenstadt, Dortmund","Innenstadt"
386.37,76.87,3.5,"Weilberg 12, Westrich, Dortmund","Westrich"
388.55,70,3,"Peschweg 35, Scharnhorst, Dortmund","Scharnhorst"
389.68,70,3,"Baaderweg 15, Scharnhorst, Dortmund","Scharnhorst"
720,85,3,"Kirchhörde, Dortmund","Kirchhörde"
354,51,2.5,"Kalmeichweg 2, Oestrich, Dortmund","Oestrich"
390,60,1,"grotenbachstr 382, Hombruch, Dortmund","Hombruch"
440,52,2,"Hagener Straße 214, Kirchhörde, Dortmund","Kirchhörde"
920,105,3,"Wellinghofen, Dortmund","Wellinghofen"
500,63,2.5,"Innenstadt, Dortmund","Innenstadt"
430,62,2,"Huckarder Bruch 14, Huckarde, Dortmund","Huckarde"
640,80,3,"Innenstadt, Dortmund","Innenstadt"
370,37,1,"Innenstadt, Dortmund","Innenstadt"
450,48,2,"Innenstadt, Dortmund","Innenstadt"
600,90,2.5,"Nette, Dortmund","Nette"
580,90.17,3,"Saarbrücker Straße 43, Innenstadt, Dortmund","Innenstadt"
850,99,3.5,"von der Goltz Str 1, Innenstadt, Dortmund","Innenstadt"
450,68,3,"Westermannstraße 3, Lütgendortmund, Dortmund","Lütgendortmund"
320,55,2.5,"Hörde, Dortmund","Hörde"
330,55,2,"Huckarde, Dortmund","Huckarde"
600,65,2,"Innenstadt, Dortmund","Innenstadt"
390,77,3.5,"Hörde, Dortmund","Hörde"
1000,117.2,3,"Klöcknerstraße 10c, Kirchhörde, Dortmund","Kirchhörde"
380,69,3,"Stenbocke 32, Holte, Dortmund","Holte"
370,53,2.5,"Somborner Feldweg 7, Lütgendortmund, Dortmund","Lütgendortmund"
320,38,1,"Hohe Str. 46, Innenstadt, Dortmund","Innenstadt"
360,55,2.5,"Hackländerplatz 4, Innenstadt, Dortmund","Innenstadt"
1050,112,3,"Niederhofen, Dortmund","Niederhofen"
465,69.15,2.5,"Holtestr. 2, Lütgendortmund, Dortmund","Lütgendortmund"
660,110,4,"Trapphofstraße 71, Aplerbeck, Dortmund","Aplerbeck"
400.5,44.5,2,"Eichlinghofen, Dortmund","Eichlinghofen"
680,105,3,"Wichlinghofen, Dortmund","Wichlinghofen"
1100,100.5,3,"Kirchhörde, Dortmund","Kirchhörde"
320,51,2,"Marthastr. 8, Oespel, Dortmund","Oespel"
799,89,3.5,"Walter-Dirks-Str.  4, Hörde, Dortmund","Hörde"
280,30,1.5,"Zweigstr. 3, Innenstadt, Dortmund","Innenstadt"
359,62,3,"Konradstraße 22, Kirchlinde, Dortmund","Kirchlinde"
472,61.3,3,"Thusneldastr. 27-EGR, Dorstfeld, Dortmund","Dorstfeld"
246.8,48.27,1.5,"Asselner Hellweg 85, Asseln, Dortmund","Asseln"
378,52.5,2,"Herderstraße 84, Innenstadt, Dortmund","Innenstadt"
420,54,2,"Grenzweg 38, Sommerberg, Dortmund","Sommerberg"
370,71,2.5,"Innenstadt, Dortmund","Innenstadt"
480,70,3,"Kirchlinde, Dortmund","Kirchlinde"
728,104,4,"Gablonzstraße 7a, Hombruch, Dortmund","Hombruch"
890,136,4,"Kurl, Dortmund","Kurl"
604.5,93,3,"Wittener Straße 153, Dorstfeld, Dortmund","Dorstfeld"
970,120,3.5,"Innenstadt, Dortmund","Innenstadt"
525,70,2.5,"Brackel, Dortmund","Brackel"
507,78,2.5,"Innenstadt, Dortmund","Innenstadt"
330.38,73.91,3.5,"Rauschenbusch Straße 61, Wickede, Dortmund","Wickede"
408.72,58.54,2,"Siepmannstraße 51, Kirchlinde, Dortmund","Kirchlinde"
520,65,3,"Kreuzstrasse 18, Innenstadt, Dortmund","Innenstadt"
850,140,4,"Schulstraße 5, Lichtendorf, Dortmund","Lichtendorf"
385,74,3.5,"Innenstadt, Dortmund","Innenstadt"
330,55,2,"Hafnerstr. 18, Lanstrop, Dortmund","Lanstrop"
309,58.06,2,"Zollernstraße 30, Kirchlinde, Dortmund","Kirchlinde"
313,61.1,2,"Frohlinder Straße 24, Kirchlinde, Dortmund","Kirchlinde"
420,70,3,"Innenstadt, Dortmund","Innenstadt"
1205,137,3.5,"Innenstadt, Dortmund","Innenstadt"
1095,158,4,"Brandeniusstraße 3, Wellinghofen, Dortmund","Wellinghofen"
325,54.96,2.5,"Oestermärsch 83, Innenstadt, Dortmund","Innenstadt"
339,65,2,"Neptunstraße 25, Bövinghausen, Dortmund","Bövinghausen"
410,53,2,"Evinger Straße 204, Eving, Dortmund","Eving"
300,34,1,"Stangefolstr. 22, Hörde, Dortmund","Hörde"
352,70,3,"Barthstraße 17, Scharnhorst, Dortmund","Scharnhorst"
1394,170,5,"Bövinghausen, Dortmund","Bövinghausen"
790,76,3.5,"Lücklemberg, Dortmund","Lücklemberg"
436,78,3,"Passweg 10, Oestrich, Dortmund","Oestrich"
360.74,42.44,2,"Marten, Dortmund","Marten"
1460,157,5,"Innenstadt, Dortmund","Innenstadt"
397,76,3,"Sölde, Dortmund","Sölde"
430,65,2,"Innenstadt, Dortmund","Innenstadt"
440,67,3,"Wellinghoferstr. 77, Hörde, Dortmund","Hörde"
393.04,49.13,2,"Klönnestr. 70, Innenstadt, Dortmund","Innenstadt"
1250,114,3,"Schüren, Dortmund","Schüren"
1120,103,3,"Röhrichtweg 32 u. 34, Berghofen, Dortmund","Berghofen"
363,41.5,2,"Spicherner Str. 42, Dorstfeld, Dortmund","Dorstfeld"
900,100,4.5,"Wickede, Dortmund","Wickede"
435,75,3,"Wickede, Dortmund","Wickede"
378,62,2,"Evinger Straße 217, Eving, Dortmund","Eving"
680,104,3.5,"Mengede, Dortmund","Mengede"
1350,114,3,"Schmiedingstraße 2, Innenstadt, Dortmund","Innenstadt"
850,105,4,"Haydnstr. 21, Innenstadt, Dortmund","Innenstadt"
510,60,2.5,"Overhoffstr. 188, Oespel, Dortmund","Oespel"
450,52,2,"Am Siepenhohl ?, Wichlinghofen, Dortmund","Wichlinghofen"
290,45,2,"Mengede, Dortmund","Mengede"
520,73,3,"Bennostr. 21, Bövinghausen, Dortmund","Bövinghausen"
700,38,2,"Lindemannstraße 8a, Innenstadt, Dortmund","Innenstadt"
450,77,3,"Buchholz, Dortmund","Buchholz"
430,62,2.5,"Preußische Straße 117, Eving, Dortmund","Eving"
980,130,5,"Brackel, Dortmund","Brackel"
420,60,2,"Hörde, Dortmund","Hörde"
500,80,3.5,"Dorstfeld, Dortmund","Dorstfeld"
434.6,53,2,"Klönnestr. 60, Innenstadt, Dortmund","Innenstadt"
300,33,1,"Ostenbergstraße 111, Eichlinghofen, Dortmund","Eichlinghofen"
385,69.5,3,"Im II. Westfeld 6, Lütgendortmund, Dortmund","Lütgendortmund"
589,80,3.5,"Ostkirchstraße  24, Berghofen, Dortmund","Berghofen"
350,56,2,"Innenstadt, Dortmund","Innenstadt"
650,93,3,"Innenstadt, Dortmund","Innenstadt"
1050,118.14,3,"Blenkerweg 1, Wellinghofen, Dortmund","Wellinghofen"
780,87,3,"Oester 79, Brackel, Dortmund","Brackel"
561,66,2,"Ravensweg 34, Aplerbeck, Dortmund","Aplerbeck"
1350,175,4,"Blenkerweg 1, Wellinghofen, Dortmund","Wellinghofen"
315,35,1,"Oestermärsch 83, Innenstadt, Dortmund","Innenstadt"
590,110,4,"Froschlake 34, Marten, Dortmund","Marten"
588.25,90.5,3,"Marten, Dortmund","Marten"
885,122.09,4,"Barcelona Weg 11, Schüren, Dortmund","Schüren"
500,53,2.5,"Galoppstraße 107, Lücklemberg, Dortmund","Lücklemberg"
850,120,3,"Weißenburger Straße 31, Innenstadt, Dortmund","Innenstadt"
490,79,3,"Barop, Dortmund","Barop"
355,65.44,3,"Hutererweg 8, Lanstrop, Dortmund","Lanstrop"
1150,119,4,"Sichelstraße 35c, Bittermark, Dortmund","Bittermark"
500,75.43,3,"Wickeder Hellweg 175, Wickede, Dortmund","Wickede"
514,79,3,"Speckestr. 8, Westerfilde, Dortmund","Westerfilde"
690,108,3,"Sölde, Dortmund","Sölde"
360,47,2.5,"Provinzialstr. 60, Lütgendortmund, Dortmund","Lütgendortmund"
450,65.08,3,"Wellinghofer Straße 107, Hörde, Dortmund","Hörde"
395,55,2,"Südwall 13, Innenstadt, Dortmund","Innenstadt"
390,73,3,"Altenderner Straße 57, Derne, Dortmund","Derne"
540,100,2,"Kirchlinde, Dortmund","Kirchlinde"
381.5,77.07,3,"Martener Str. 295, Marten, Dortmund","Marten"
1220,153,4,"Liboristr. 31, Körne, Dortmund","Körne"
595,85,3,"Wichlinghofen, Dortmund","Wichlinghofen"
535,59,2.5,"Luisenstraße 11-13, Innenstadt, Dortmund","Innenstadt"
970,88.34,3,"Hermannstr. 169-171, Hörde, Dortmund","Hörde"
450,61,2,"Breierspfad 118, Wambel, Dortmund","Wambel"
360,78,3,"Suebenstaße 34, Hörde, Dortmund","Hörde"
343.9,36.2,1,"Heimbaustraße 35, Innenstadt, Dortmund","Innenstadt"
411.66,48.37,2,"Innenstadt, Dortmund","Innenstadt"
368.32,46.04,1,"Waterloostr. 4, Nette, Dortmund","Nette"
1400,180,5,"Innenstadt, Dortmund","Innenstadt"
1955,156.43,4,"Seehang 15, Schüren, Dortmund","Schüren"
1080,106,4,"Hermannstr. 169-171, Hörde, Dortmund","Hörde"
1050,84,3,"Röhrichtweg 32 u. 34, Berghofen, Dortmund","Berghofen"
625,53,2,"Röhrichtweg 32 u. 34, Berghofen, Dortmund","Berghofen"
526.5,78,3,"Sommerberg, Dortmund","Sommerberg"
517,83,3,"Brackel, Dortmund","Brackel"
500,55,1,"Schwanenstraße 47, Innenstadt, Dortmund","Innenstadt"
430,74,3,"Innenstadt, Dortmund","Innenstadt"
500,69,3,"Loh, Dortmund","Loh"
560,72.45,2.5,"Warburgerstr. 7, Körne, Dortmund","Körne"
450,62,3,"Bandelstraße 20, Dorstfeld, Dortmund","Dorstfeld"
420,54,2,"Innenstadt, Dortmund","Innenstadt"
330,62,3.5,"Drechslerweg 9, Lanstrop, Dortmund","Lanstrop"
1000,80,2,"Röhrichtweg 32 u. 34, Berghofen, Dortmund","Berghofen"
450,82,3.5,"Berghofen, Dortmund","Berghofen"
1184.1,99.84,3.5,"Phönixseestr. 26 u. 26 a, Hörde, Dortmund","Hörde"
1155,110.96,2.5,"Hohenfriedberger Straße 28, Innenstadt, Dortmund","Innenstadt"
395,61,2,"Preinstr. 41, Wellinghofen, Dortmund","Wellinghofen"
392,56,2.5,"Hasenberg 9, Lütgendortmund, Dortmund","Lütgendortmund"
488,38,1,"Eierkampstrasse 25, Hombruch, Dortmund","Hombruch"
280.5,36,1.5,"Westhoffstr. 13-15, Innenstadt, Dortmund","Innenstadt"
1100,137,4,"Meraner Straße 1, Kirchhörde, Dortmund","Kirchhörde"
1085,155,3,"Ostenhellweg 47, Innenstadt, Dortmund","Innenstadt"
985,120,3,"Brackel, Dortmund","Brackel"
750,78,3.5,"Durchstraße 79, Niederhofen, Dortmund","Niederhofen"
1160,115.76,4,"Hörde, Dortmund","Hörde"
1450,144.35,4,"Hörde, Dortmund","Hörde"
180,16.49,1.5,"Innenstadt, Dortmund","Innenstadt"
306.25,35.2,1,"Semerteichstraße 58, Hörde, Dortmund","Hörde"
650,95,2,"Bornstr. 256, Eving, Dortmund","Eving"
426,71,3.5,"Huckarder Allee 32, Huckarde, Dortmund","Huckarde"
450,90,5,"Saarlandstr. 90, Innenstadt, Dortmund","Innenstadt"
549,80,3,"Benninghoferstr. 247, Loh, Dortmund","Loh"
1650,150,2,"Kirchhörde, Dortmund","Kirchhörde"
1400,126,4.5,"Hörde, Dortmund","Hörde"
1050,121,4,"... ..., Kirchhörde, Dortmund","Kirchhörde"
308,61,2,"Gleiwitzstr. 273, Scharnhorst, Dortmund","Scharnhorst"
1090,122.02,5,"Brandeniusstraße 3, Wellinghofen, Dortmund","Wellinghofen"
720,78,3.5,"Grafenhof 8, Innenstadt, Dortmund","Innenstadt"
400,56,3,"Eschenstr. 9, Hombruch, Dortmund","Hombruch"
433,41,2,"Domänenstraße 8, Hombruch, Dortmund","Hombruch"
330,55.29,2,"Hafnerstraße 8, Lanstrop, Dortmund","Lanstrop"
430,69,2,"Silberhecke 45a, Wellinghofen, Dortmund","Wellinghofen"
1280,138.38,4,"Hörde, Dortmund","Hörde"
600,100,3,"Am Westheck 29, Brackel, Dortmund","Brackel"
985,119,3,"Brackel, Dortmund","Brackel"
646.8,88,3,"Emschertalstraße 60, Sölde, Dortmund","Sölde"
1170,130,5,"Innenstadt, Dortmund","Innenstadt"
595,70,2,"Ravensweg 32, Aplerbeck, Dortmund","Aplerbeck"
892.5,105,4,"Ravensweg 32, Aplerbeck, Dortmund","Aplerbeck"
722.5,85,3,"Ravensweg 34, Aplerbeck, Dortmund","Aplerbeck"
400,37,1.5,"Innenstadt, Dortmund","Innenstadt"
445,74,3.5,"Schürener Str. 40, Schüren, Dortmund","Schüren"
350,53,2,"Innenstadt, Dortmund","Innenstadt"
892.5,105,5,"Ravensweg 34, Aplerbeck, Dortmund","Aplerbeck"
346,53.27,2.5,"Humperdinckstraße 4, Innenstadt, Dortmund","Innenstadt"
404,82,3,"Hostedde, Dortmund","Hostedde"
250,35,1,"Gronaustraße 42, Innenstadt, Dortmund","Innenstadt"
385,65,3.5,"Unterdelle  28, Bövinghausen, Dortmund","Bövinghausen"
595.35,79.38,3,"Paul-Gerhardt-Str. 36, Nette, Dortmund","Nette"
597.75,79.7,3,"Waterloostr. 4, Nette, Dortmund","Nette"
330,55,2.5,"Alter Hellweg 83, Lütgendortmund, Dortmund","Lütgendortmund"
1000,90,2.5,"Saarlandstraße 100, Innenstadt, Dortmund","Innenstadt"
550,90,3,"Berghofen, Dortmund","Berghofen"
740,114,3,"Schwanenstr. 38, Innenstadt, Dortmund","Innenstadt"
406,58,2,"Schwanenstr. 38, Innenstadt, Dortmund","Innenstadt"
580,82.4,3,"Wittbräucker Str. 53, Aplerbeck, Dortmund","Aplerbeck"
257,40,1,"Scheffelstr 26, Innenstadt, Dortmund","Innenstadt"
270,45,2,"Streckenstr. 12, Innenstadt, Dortmund","Innenstadt"
300,45,2,"Johanna Melzer Str. 30, Innenstadt, Dortmund","Innenstadt"
380,71.62,3,"Lauestr. 2, Rahm, Dortmund","Rahm"
500,90,4,"Leopoldstr 13, Innenstadt, Dortmund","Innenstadt"
410,72,3,"II Bicke 4, Hörde, Dortmund","Hörde"
1220,141,4,"Nelly-Sachs-Str. 23, Brechten, Dortmund","Brechten"
225,20,1,"Berghofer Straße 96, Berghofen, Dortmund","Berghofen"
562.5,75,2,"Stubengasse 10, Innenstadt, Dortmund","Innenstadt"
501.2,89.5,3.5,"Holtestraße 49a, Lütgendortmund, Dortmund","Lütgendortmund"
968,96,3,"Bremer Straße 16, Innenstadt, Dortmund","Innenstadt"
1050,100,3,"Kirchhörde, Dortmund","Kirchhörde"
210,30,2,"Universitätsstr. 563, Eichlinghofen, Dortmund","Eichlinghofen"
413,59,2,"Innenstadt, Dortmund","Innenstadt"
540,60,2,"Huckarde, Dortmund","Huckarde"
340,61.31,2,"Nordstraße 58, Innenstadt, Dortmund","Innenstadt"
464,58,2,"Innenstadt, Dortmund","Innenstadt"
500,85,2,"Hohe Straße 11a, Innenstadt, Dortmund","Innenstadt"
350,50,1.5,"Eving, Dortmund","Eving"
313.08,63.25,2,"Kirchlinder Str.  8, Kirchlinde, Dortmund","Kirchlinde"
485,61.3,3,"Thusneldastr. 29-II. OGL, Dorstfeld, Dortmund","Dorstfeld"
463,68.16,3,"Heroldstr.  8a-III.OGR, Innenstadt, Dortmund","Innenstadt"
800,106.55,4,"Ostenhellweg 51-III. OG, Innenstadt, Dortmund","Innenstadt"
990,100,3.5,"Steinkühlerweg 76, Hörde, Dortmund","Hörde"
393.75,52.5,2,"Heimbaustr. 39, Innenstadt, Dortmund","Innenstadt"
650,86,2,"Dymekeweg 7-9, Asseln, Dortmund","Asseln"
690,92.5,3,"Innenstadt, Dortmund","Innenstadt"
330,55.29,2,"Färberstr. 4, Lanstrop, Dortmund","Lanstrop"
330,55,2,"Spornerweg 1, Lanstrop, Dortmund","Lanstrop"
1156,106,3,"Hermannstraße 163 - 167, Hörde, Dortmund","Hörde"
280,30,1,"Aplerbeck, Dortmund","Aplerbeck"
680,105,3,"Körner Hellweg 118, Körne, Dortmund","Körne"
500,86.5,4,"Leopoldstr. 13, Innenstadt, Dortmund","Innenstadt"
330,62,3.5,"Hutererweg 7, Lanstrop, Dortmund","Lanstrop"
1400,113,3,"Lücklemberg, Dortmund","Lücklemberg"
532,80,2,"Großholthausen, Dortmund","Großholthausen"
1850,218,6,"Innenstadt, Dortmund","Innenstadt"
413,59,2,"Gronaustr 56, Innenstadt, Dortmund","Innenstadt"
870,74,2,"Limurger Postweg 11, Wellinghofen, Dortmund","Wellinghofen"
444.44,82,3,"Alter Burgwall 2, Innenstadt, Dortmund","Innenstadt"
1370,119,4,"Kronenstraße 22-24, Innenstadt, Dortmund","Innenstadt"
430,64,2,"Körner Hellweg 29, Körne, Dortmund","Körne"
527,62,2.5,"Löwenstr. 29, Innenstadt, Dortmund","Innenstadt"
495,80,3,"Bennostr. 17, Bövinghausen, Dortmund","Bövinghausen"
500,40,1,"Olpe 14, Innenstadt, Dortmund","Innenstadt"
476,71,4.5,"Martenerstr. 271, Marten, Dortmund","Marten"
1088,99,3,"Elverfeldstr. 14, Loh, Dortmund","Loh"
415.79,81.56,3,"Wiesenkamp 9, Persebeck, Dortmund","Persebeck"
620,94.51,3,"Willy-Brandt-Platz 2, Innenstadt, Dortmund","Innenstadt"
996,83,2,"Innenstadt, Dortmund","Innenstadt"
610,74,2.5,"Löwenstr. 29, Innenstadt, Dortmund","Innenstadt"
490,66,2,"Menglinghauser Str. 11, Barop, Dortmund","Barop"
544,64,2.5,"Löwenstr. 27, Innenstadt, Dortmund","Innenstadt"
475,69,2,"Kirchhörde, Dortmund","Kirchhörde"
245,25,1,"Innenstadt, Dortmund","Innenstadt"
392.5,50.88,2,"Innenstadt, Dortmund","Innenstadt"
250,30,1,"Aplerbeck, Dortmund","Aplerbeck"
1254,114,3,"Meinbergstr 86, Schüren, Dortmund","Schüren"
457,74,3,"Schwerter Str. 243, Aplerbecker Mark, Dortmund","Aplerbecker Mark"
958,101,3,"Hermannstraße 163 - 167, Hörde, Dortmund","Hörde"
270,36,1.5,"Rolandstr. 16, Innenstadt, Dortmund","Innenstadt"
469,65,3,"Lücklemberg, Dortmund","Lücklemberg"
240,40,1,"Rankenweg 3, Niederhofen, Dortmund","Niederhofen"
842,83,3,"Bremer Straße 20, Innenstadt, Dortmund","Innenstadt"
385,60,2.5,"In der Meile 6, Marten, Dortmund","Marten"
1070,105.5,3,"Bremer Str. 10, Innenstadt, Dortmund","Innenstadt"
1645,145,4,"Hermannstraße 163 - 167, Hörde, Dortmund","Hörde"
420,65,2,"Stortsweg 24, Eichlinghofen, Dortmund","Eichlinghofen"
791,92.97,2,"Hermannstr. 119, Hörde, Dortmund","Hörde"
1718,157,3.5,"Elverfeldstr. 13, Loh, Dortmund","Loh"
1234,107,3,"Elverfeldstr. 13, Loh, Dortmund","Loh"
1243,108,3,"Elverfeldstr. 13, Loh, Dortmund","Loh"
1210,105,3,"Elverfeldstr. 13, Loh, Dortmund","Loh"
1219,106,3,"Elverfeldstr. 13, Loh, Dortmund","Loh"
1197,109,3,"Elverfeldstr. 12, Loh, Dortmund","Loh"
1495,136.5,3,"Elverfeldstr. 12, Loh, Dortmund","Loh"
1083,93,3,"Loh, Dortmund","Loh"
700,89,3,"Schüruferstr. 198, Schüren, Dortmund","Schüren"
390,65,2.5,"Innenstadt, Dortmund","Innenstadt"
378,43,2.5,"Innenstadt, Dortmund","Innenstadt"
370,53,3.5,"Huckarde, Dortmund","Huckarde"
1186,103,2.5,"Elverfeldstr. 12, Loh, Dortmund","Loh"
937,87,2,"Bremer Straße 22, Innenstadt, Dortmund","Innenstadt"
912,83,2,"Bremer Straße 22, Innenstadt, Dortmund","Innenstadt"
300,44,1.5,"Maienweg 19, Brechten, Dortmund","Brechten"
642.3,64,2,"Benno-Jacob-Straße 6, Innenstadt, Dortmund","Innenstadt"
642.4,64,2,"Benno-Jacob-Straße 6, Innenstadt, Dortmund","Innenstadt"
1242.6,118,4,"Benno-Jacob-Straße 6, Innenstadt, Dortmund","Innenstadt"
1049.5,100,3,"Benno-Jacob-Straße 4, Innenstadt, Dortmund","Innenstadt"
590,87,3,"Am Bruchheck 1, Hörde, Dortmund","Hörde"
268,20,1,"Gerstenstr. 6, Innenstadt, Dortmund","Innenstadt"
982,89,3,"Hagener Str. 267, Kirchhörde, Dortmund","Kirchhörde"
420,73.11,2,"Silberhecke 45a, Wellinghofen, Dortmund","Wellinghofen"
849.25,61.54,2,"Heilbronner Str. 9, Körne, Dortmund","Körne"
595,65,3.5,"Barop, Dortmund","Barop"
600,102,3,"Reiner-Daelen-Straße  7, Hörde, Dortmund","Hörde"
499,59.13,2,"Reinoldistr. 17-19, Innenstadt, Dortmund","Innenstadt"
389,75,2,"Vogelpothsweg 18, Dorstfeld, Dortmund","Dorstfeld"
325,60,2,"Vogelpothsweg 16, Dorstfeld, Dortmund","Dorstfeld"
250,25,1,"Sommerberger Kirchweg 22, Sommerberg, Dortmund","Sommerberg"
428.74,65.96,3,"Holzener Straße 28, Holzen, Dortmund","Holzen"
450,56,2,"Düsseldorfer Str. 7, Innenstadt, Dortmund","Innenstadt"
390,55,2,"Provinzialstr. 28b, Lütgendortmund, Dortmund","Lütgendortmund"
320,54,2.5,"Lütgendortmunder Hellweg 124, Lütgendortmund, Dortmund","Lütgendortmund"
436,79,3,"Paßweg 12, Oestrich, Dortmund","Oestrich"
530,60,2.5,"Wielandstrasse 22, Innenstadt, Dortmund","Innenstadt"
430,66,3,"Mosselde 96, Westerfilde, Dortmund","Westerfilde"
195,21,1,"Kirchhörderstraße 85, Lücklemberg, Dortmund","Lücklemberg"
389,61.09,2,"Am Kapellenufer 85, Sölde, Dortmund","Sölde"
370,57,2.5,"Innenstadt, Dortmund","Innenstadt"
722,72.2,2.5,"Bremer Str. 23, Innenstadt, Dortmund","Innenstadt"
350,62,3,"Entenpoth 13, Hörde, Dortmund","Hörde"
599,64.58,2.5,"Bremer Str. 21, Innenstadt, Dortmund","Innenstadt"
420,72,3,"Schenkebierweg 1, Mengede, Dortmund","Mengede"
