CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
1999-10-29,21,17,14,16,13,12,94,82,60,1024,1022,1020,10,10,9,11,5,,0.00,5,Rain-Thunderstorm,348
1999-10-30,17,14,13,13,10,8,94,75,55,1025,1023,1021,10,9,4,35,14,,0.00,5,,222
1999-10-31,19,14,9,13,10,8,100,86,64,1028,1026,1025,10,10,8,8,3,,0.00,4,,22
1999-11-1,20,14,8,12,10,7,94,79,56,1027,1025,1024,10,10,10,10,3,,0.00,2,,325
1999-11-2,17,13,10,12,8,4,94,73,45,1029,1025,1023,10,10,9,34,10,48,0.00,3,,304
1999-11-3,16,10,5,5,4,1,87,66,36,1030,1028,1024,,,,21,10,,0.00,,,24
1999-11-4,16,9,2,5,3,0,93,73,39,1025,1022,1020,,,,8,3,,0.00,,,359
1999-11-5,17,9,2,8,4,0,93,75,48,1021,1020,1019,,,,13,5,,0.00,,,342
1999-11-6,19,12,5,10,7,3,93,74,45,1024,1023,1021,10,9,6,23,6,,0.00,4,,332
1999-11-7,18,13,8,9,5,3,88,61,37,1027,1025,1023,10,10,10,27,6,,0.00,2,,23
1999-11-8,21,12,3,5,3,1,93,66,30,1027,1026,1024,,,,11,2,,0.00,,,17
1999-11-9,17,10,4,4,2,1,87,59,34,1026,1025,1023,,,,32,10,,0.00,,,36
1999-11-10,16,10,5,4,1,-1,93,57,34,1025,1023,1020,10,10,10,21,11,,0.00,1,,35
1999-11-11,8,6,3,5,2,-1,93,73,57,1021,1018,1016,10,10,9,24,13,,0.00,5,Rain,41
1999-11-12,7,6,5,5,4,3,93,89,81,1016,1012,1010,10,9,8,21,13,,0.00,7,Rain,35
1999-11-13,8,6,4,5,3,2,93,87,81,1013,1012,1010,10,8,4,14,5,,0.00,6,Rain,164
1999-11-14,8,6,3,6,3,1,93,86,71,1012,1011,1009,10,9,8,19,6,,0.00,5,Rain,186
1999-11-15,11,8,5,6,3,1,93,72,58,1015,1011,1009,10,10,10,26,11,,0.00,5,Rain,12
1999-11-16,12,7,3,3,1,-1,87,66,44,1022,1018,1015,10,10,10,26,10,,0.00,3,,34
1999-11-17,12,6,0,2,1,-1,100,73,47,1027,1025,1022,10,10,10,24,5,,0.00,2,,30
1999-11-18,15,8,1,5,2,-1,93,72,44,1027,1024,1019,10,10,10,21,5,,0.00,2,,214
1999-11-19,13,7,2,5,1,-2,93,71,46,1018,1015,1013,10,10,10,34,6,,0.00,3,,37
1999-11-20,8,4,1,-1,-3,-6,81,61,39,1014,1011,1010,10,10,10,29,11,,0.00,3,,11
1999-11-21,7,3,0,4,-3,-7,87,65,39,1015,1011,1008,10,10,10,32,10,,0.00,3,,4
1999-11-22,10,5,0,0,-3,-7,75,60,40,1026,1020,1016,10,10,10,23,8,,0.00,3,,5
1999-11-23,12,6,-1,2,0,-2,93,73,51,1028,1026,1025,,,,14,6,,0.00,,,4
1999-11-24,12,6,-1,4,1,-2,93,77,51,1028,1027,1026,,,,8,3,,0.00,,,336
1999-11-25,12,6,-1,4,1,-3,93,81,54,1030,1028,1010,,,,8,5,,0.00,,,350
1999-11-26,12,4,-2,4,1,-3,93,79,54,1031,1030,1028,10,10,10,8,5,,0.00,1,,348
1999-11-27,11,4,-2,4,1,-4,93,80,54,1031,1030,1028,10,9,8,8,3,,0.00,1,,349
1999-11-28,12,4,-2,5,1,-3,93,80,58,1031,1028,1025,10,9,7,11,5,,0.00,1,,350
1999-11-29,11,6,0,7,3,-1,93,84,66,1025,1024,1022,10,10,9,13,6,,0.00,5,Rain,351
1999-11-30,14,9,4,7,6,2,93,78,54,1030,1028,1026,10,10,10,13,6,,0.00,4,,5
1999-12-1,16,8,1,6,3,-1,93,78,48,1031,1029,1028,10,10,10,11,3,,0.00,3,,349
1999-12-2,15,8,1,8,4,-1,93,82,59,1030,1029,1027,10,9,8,10,3,,0.00,0,,349
1999-12-3,12,7,2,7,4,1,93,89,72,1030,1028,1026,9,6,0,11,3,,0.00,3,Fog,344
1999-12-4,7,6,5,6,5,4,93,93,81,1027,1025,1023,16,4,0,10,2,,0.00,6,Fog,120
1999-12-5,10,7,4,6,4,1,93,88,76,1029,1027,1026,10,6,3,10,3,,0.00,5,,29
1999-12-6,11,4,-1,2,0,-2,93,81,47,1030,1029,1028,,,,11,3,,0.00,,,347
1999-12-7,11,4,-2,4,1,-3,93,83,58,1030,1027,1025,1,0,0,8,5,,0.00,2,Fog,5
1999-12-8,6,2,-2,4,0,-3,93,92,81,1026,1022,1019,8,2,0,14,3,,0.00,3,Fog,173
1999-12-9,7,4,2,4,2,1,100,91,71,1020,1017,1014,10,3,0,26,5,,0.00,6,Fog-Rain,356
1999-12-10,11,6,2,3,1,-2,81,65,50,1024,1021,1016,10,10,10,34,14,,0.00,3,,263
1999-12-11,9,7,4,7,4,2,93,84,71,1025,1024,1024,10,10,8,29,14,,0.00,5,,225
1999-12-12,12,10,9,9,8,2,94,84,58,1024,1021,1020,10,10,10,34,23,,0.00,5,,240
1999-12-13,11,6,0,6,3,-1,93,78,62,1025,1023,1020,10,10,10,19,8,,0.00,3,Rain,245
1999-12-14,13,10,8,11,9,6,94,88,82,1020,1014,1007,10,10,8,39,23,,0.00,5,Rain,231
1999-12-15,11,7,3,10,2,-4,94,71,46,1016,1009,1004,10,10,10,182,29,,0.00,5,,336
1999-12-16,6,3,0,-1,-4,-5,75,60,49,1026,1023,1017,10,10,10,39,24,58,0.00,3,,358
1999-12-17,7,3,-1,1,-2,-4,93,69,46,1030,1029,1026,10,10,10,19,8,,0.00,5,,58
1999-12-18,9,6,3,3,2,-1,93,77,61,1031,1029,1027,10,10,8,14,6,,0.00,4,,103
1999-12-19,9,6,2,5,3,1,93,85,62,1027,1022,1018,10,10,8,11,3,,0.00,4,,352
1999-12-20,13,7,1,4,1,-2,93,77,38,1023,1020,1012,10,9,4,11,3,,0.00,2,,349
1999-12-21,5,1,-3,3,-1,-4,93,88,75,1028,1026,1023,10,6,0,8,3,,0.00,4,Fog,185
1999-12-22,9,4,-1,4,1,-2,100,86,62,1030,1028,1027,8,3,0,8,3,,0.00,6,Fog,74
1999-12-23,7,2,-2,3,0,-3,100,90,71,1030,1028,1027,9,5,0,13,5,,0.00,4,Fog,146
1999-12-24,8,4,2,7,3,1,93,93,87,1029,1028,1025,5,2,0,11,3,,0.00,8,Fog,81
1999-12-25,12,8,5,9,7,4,93,87,76,1027,1026,1024,10,9,7,42,16,,0.00,7,,240
1999-12-26,13,11,10,11,10,9,94,87,82,1025,1023,1022,10,10,10,37,31,,0.00,6,,234
1999-12-27,14,12,11,11,9,7,94,82,72,1022,1016,1010,10,10,10,48,29,66,0.00,6,Rain,234
1999-12-28,11,8,5,6,0,-3,76,57,40,1018,1016,1012,10,10,10,52,27,71,0.00,4,Rain,288
1999-12-29,8,6,3,5,2,-6,93,83,52,1022,1016,1014,10,7,5,27,10,,0.00,6,Rain,50
1999-12-30,7,3,-1,0,-3,-7,93,66,53,1030,1027,1023,,,,11,6,,0.00,,,43
1999-12-31,9,3,-3,1,-2,-4,93,80,50,1028,1027,1026,10,10,10,10,5,,0.00,1,,354
2000-1-1,11,4,-1,2,0,-2,100,81,47,1029,1027,1017,10,10,10,10,3,,0.00,1,,6
2000-1-2,10,3,-3,2,-1,-4,93,84,50,1029,1027,1026,,,,8,3,,0.00,,,352
2000-1-3,8,2,-3,3,-1,-4,93,85,66,1030,1029,1028,10,9,8,10,5,,0.00,1,,354
2000-1-4,8,3,-1,2,1,-2,100,87,66,1031,1029,1028,10,9,0,6,3,,0.00,4,Fog,12
2000-1-5,2,0,-1,1,-1,-2,93,93,87,1029,1026,1024,5,2,0,8,2,,0.00,7,Fog,38
2000-1-6,10,4,-1,3,1,-2,93,85,54,1027,1025,1023,4,2,0,13,3,,0.00,5,Fog,12
2000-1-7,12,4,-2,2,-1,-3,93,80,41,1028,1027,1025,9,9,8,8,3,,0.00,0,,357
2000-1-8,11,4,-2,4,0,-3,93,82,50,1027,1025,1024,10,10,10,6,3,,0.00,1,,343
2000-1-9,7,3,0,6,2,-1,100,89,75,1027,1025,1024,10,9,5,19,5,,0.00,4,Rain,19
2000-1-10,8,4,0,0,-1,-6,93,70,39,1030,1028,1026,10,10,10,27,11,,0.00,5,,32
2000-1-11,10,6,1,1,-2,-6,87,65,47,1033,1031,1030,10,10,9,13,8,,0.00,4,Snow,10
2000-1-12,9,3,-3,1,-1,-4,93,80,57,1032,1029,1013,10,10,10,11,5,,0.00,,,336
2000-1-13,7,1,-4,3,-1,-5,93,86,66,1026,1021,1014,10,9,6,11,5,,0.00,5,Rain,354
2000-1-14,5,3,1,4,3,0,93,93,87,1013,1009,1007,10,8,5,23,8,,0.00,7,Rain-Snow,140
2000-1-15,9,4,1,2,1,-1,93,80,58,1022,1016,1011,10,10,10,16,6,,0.00,5,,34
2000-1-16,10,5,0,3,1,-1,100,78,50,1027,1024,1022,10,10,10,16,8,,0.00,3,,10
2000-1-17,10,4,-2,3,0,-3,100,80,50,1030,1028,1027,10,10,10,10,5,,0.00,3,,352
2000-1-18,10,3,-3,3,-1,-4,93,82,54,1028,1024,1021,,,,6,3,,0.00,,,350
2000-1-19,14,6,-3,-1,-3,-5,93,62,31,1027,1021,1019,,,,26,8,,0.00,,,24
2000-1-20,10,4,-1,2,-3,-7,93,64,50,1029,1027,1024,10,10,10,10,3,,0.00,1,,2
2000-1-21,10,3,-4,1,-1,-5,93,81,50,1029,1027,1024,9,8,7,8,5,,0.00,0,,355
2000-1-22,8,2,-3,0,-2,-4,93,82,53,1024,1021,1019,9,8,7,8,3,,0.00,0,,341
2000-1-23,10,3,-3,-1,-3,-5,93,67,37,1021,1020,1018,10,9,7,23,6,,0.00,1,,20
2000-1-24,7,1,-4,-3,-4,-5,93,70,43,1020,1018,1016,10,10,10,8,3,,0.00,1,,137
2000-1-25,7,1,-4,-3,-5,-7,93,70,39,1018,1017,1015,10,10,10,10,3,,0.00,3,,347
2000-1-26,6,2,-2,3,-1,-5,93,82,70,1026,1022,1018,10,10,8,11,8,,0.00,6,Rain,355
2000-1-27,10,6,2,4,3,1,93,85,66,1029,1027,1026,10,10,10,13,6,,0.00,5,,359
2000-1-28,11,6,2,4,3,1,93,83,54,1028,1027,1025,10,10,10,10,5,,0.00,3,,350
2000-1-29,12,6,-1,3,1,-2,93,78,47,1033,1029,1027,10,10,10,10,3,,0.00,3,,328
2000-1-30,15,7,-1,4,1,-2,93,75,39,1036,1033,1032,,,,6,3,,0.00,,,2
2000-1-31,15,8,0,5,2,-1,93,76,44,1033,1031,1029,8,8,8,8,3,,0.00,6,,336
2000-2-1,11,6,2,10,4,1,94,89,66,1031,1030,1028,10,9,6,11,5,,0.00,6,,347
2000-2-2,16,11,6,10,7,3,100,78,48,1032,1030,1029,10,9,5,27,8,,0.00,6,,262
2000-2-3,18,9,1,5,1,-9,93,66,30,1035,1033,1032,,,,14,5,,0.00,,,346
2000-2-4,17,7,-2,1,-4,-12,93,56,26,1036,1034,1033,,,,8,5,,0.00,,,351
2000-2-5,15,8,0,3,-1,-5,93,63,25,1036,1034,1032,10,10,10,10,5,,0.00,6,,351
2000-2-6,14,7,-1,3,0,-3,93,67,38,1032,1031,1029,,,,14,5,,0.00,,,307
2000-2-7,14,7,-1,7,3,-3,93,78,59,1035,1032,1024,10,8,5,16,5,,0.00,5,,173
2000-2-8,16,10,4,8,5,2,87,78,55,1033,1032,1029,10,8,2,13,3,,0.00,6,,260
2000-2-9,15,8,2,6,3,0,93,77,48,1034,1032,1031,10,9,6,11,3,,0.00,3,,348
2000-2-10,16,8,0,5,2,-2,87,71,45,1032,1030,1028,10,10,10,11,5,,0.00,2,,244
2000-2-11,15,8,2,6,4,0,93,76,48,1028,1027,1024,10,10,10,11,3,,0.00,4,,121
2000-2-12,16,9,3,6,1,-5,87,62,25,1031,1028,1025,10,10,10,23,5,,0.00,2,,15
2000-2-13,15,7,-2,2,-2,-4,86,62,36,1032,1031,1029,10,10,10,10,3,,0.00,5,,357
2000-2-14,19,11,3,6,3,1,87,67,37,1030,1029,1027,10,10,10,10,3,,0.00,4,,286
2000-2-15,18,10,3,7,4,1,87,67,42,1030,1028,1025,,,,21,6,,0.00,,,303
2000-2-16,14,7,1,6,2,0,93,64,44,1026,1024,1023,10,10,9,32,11,,0.00,4,,307
2000-2-17,16,9,2,5,3,0,87,61,45,1027,1026,1024,10,10,10,34,11,,0.00,3,,303
2000-2-18,18,10,2,6,4,0,87,71,42,1028,1026,1024,,,,10,3,,0.00,,,18
2000-2-19,20,10,1,5,2,-1,87,66,32,1025,1024,1021,,,,19,3,,0.00,,,33
2000-2-20,18,9,1,5,2,-1,87,65,32,1025,1023,1021,,,,8,3,,0.00,,,328
2000-2-21,17,8,0,5,1,-2,93,66,36,1026,1024,1023,,,,11,5,,0.00,,,334
2000-2-22,16,8,1,4,2,-1,87,69,36,1024,1023,1022,10,9,9,6,3,,0.00,6,,359
2000-5-4,17,13,10,11,9,7,100,78,59,1015,1013,1011,10,9,7,26,10,,0.00,5,Rain-Thunderstorm,181
2000-5-5,16,11,7,12,9,7,100,86,59,1013,1012,1010,10,9,2,19,5,,0.00,4,Fog-Rain,231
2000-5-6,19,13,8,12,10,7,100,80,49,1013,1011,1009,10,9,2,16,3,,0.00,6,Fog-Rain,182
2000-5-7,18,13,9,11,9,6,100,84,52,1015,1013,1012,10,9,4,16,5,,0.00,6,Rain-Thunderstorm,134
2000-5-8,16,11,7,13,10,7,100,88,68,1017,1015,1014,10,9,4,13,5,,0.00,5,Rain-Thunderstorm,68
2000-5-9,18,13,8,12,9,7,100,81,52,1016,1014,1012,10,9,3,16,3,,0.00,4,,174
2000-5-10,18,13,8,11,9,7,100,77,49,1015,1013,1012,10,9,7,29,5,,0.00,4,,205
2000-5-11,18,13,9,12,9,8,94,79,55,1018,1016,1015,10,10,7,16,6,,0.00,5,Rain-Thunderstorm,192
2000-5-12,21,13,7,12,9,7,100,74,43,1019,1018,1017,10,10,10,11,2,,0.00,4,,225
2000-5-13,24,17,9,13,10,8,100,72,36,1022,1020,1019,10,10,10,8,0,,0.00,4,,328
2000-5-14,27,18,10,15,11,8,94,63,34,1022,1020,1018,10,10,10,8,0,,0.00,1,,357
2000-5-15,28,19,11,14,11,8,94,59,30,1021,1019,1017,,,,13,2,,0.00,,,160
2000-5-16,27,19,11,14,9,6,94,52,30,1020,1018,1015,10,10,7,19,3,,0.00,3,Rain-Thunderstorm,172
2000-5-17,25,19,13,16,14,12,94,74,47,1019,1017,1015,10,10,8,19,5,,0.00,5,Rain-Thunderstorm,245
2000-5-18,27,20,13,17,13,9,100,73,32,1017,1016,1013,10,10,9,13,3,,0.00,2,Rain,278
2000-5-19,27,19,12,14,9,2,94,51,20,1016,1014,1012,10,10,10,14,2,,0.00,2,,233
2000-5-20,27,19,12,14,12,8,94,60,30,1013,1011,1008,10,10,10,14,3,,0.00,2,,230
2000-5-21,18,14,12,14,13,10,94,85,72,1016,1013,1011,10,10,8,16,2,,0.00,5,Rain,203
2000-5-22,23,17,11,15,11,7,100,73,38,1020,1018,1017,10,7,0,16,2,,0.00,4,Fog,198
2000-5-23,25,17,9,15,11,8,100,70,36,1022,1020,1018,10,10,10,26,3,,0.00,3,,346
2000-5-24,24,17,11,13,11,10,94,64,41,1021,1020,1018,10,10,10,14,2,,0.00,4,,284
2000-5-25,26,20,14,13,11,6,94,61,32,1021,1019,1018,10,10,10,16,2,,0.00,6,,278
2000-5-26,25,18,12,14,12,9,94,71,44,1020,1018,1016,10,10,9,24,6,,0.00,4,Rain,234
2000-5-27,23,17,10,13,9,4,100,68,29,1021,1019,1017,10,10,10,21,3,,0.00,3,,244
2000-5-28,25,19,13,13,8,2,60,48,33,1022,1020,1018,10,10,10,24,14,,0.00,5,,255
2000-5-29,29,21,14,14,12,11,82,57,35,1023,1022,1021,10,10,10,23,10,,0.00,2,,291
2000-5-30,31,21,12,15,12,5,100,57,22,1024,1022,1019,10,10,10,16,3,,0.00,2,,263
2000-5-31,33,23,14,14,11,9,82,47,23,1022,1021,1019,10,10,10,10,3,,0.00,3,,359
2000-6-1,20,20,19,13,13,12,68,64,60,1021,1021,1021,,,,6,3,,0.00,,,335
2000-6-10,19,14,10,2,1,-1,58,39,26,1022,1021,1019,10,10,10,21,13,,0.00,2,,340
2000-6-11,24,17,10,6,4,0,62,43,27,1026,1024,1022,10,10,10,26,5,,0.00,1,,7
2000-6-12,29,18,8,7,3,-4,87,41,12,1027,1025,1023,10,10,10,21,6,,0.00,1,,48
2000-6-13,29,20,11,9,5,1,62,34,20,1026,1024,1022,,,,10,2,,0.00,,,65
2000-6-14,31,22,14,11,9,6,77,45,22,1027,1025,1023,10,10,10,14,5,,0.00,1,,62
2000-6-15,33,24,15,12,9,5,77,41,20,1026,1024,1021,10,10,10,14,6,,0.00,1,,29
2000-6-16,33,24,15,9,6,3,59,33,15,1026,1023,1020,10,10,10,14,8,,0.00,1,,77
2000-6-17,35,25,15,9,4,-3,59,30,9,1023,1021,1017,,,,23,6,,0.00,,,109
2000-6-18,34,26,17,16,4,-1,45,26,12,1022,1020,1018,10,10,10,29,11,,0.00,1,,154
2000-6-19,32,24,17,12,8,4,56,36,22,1023,1020,1017,10,10,10,27,13,,0.00,2,,148
2000-6-20,28,22,16,9,8,6,63,40,28,1020,1019,1017,10,10,10,29,18,,0.00,4,,204
2000-6-21,29,20,11,10,8,5,82,43,22,1029,1020,1018,10,10,10,16,6,,0.00,1,,238
2000-6-22,32,23,15,14,9,1,72,42,15,1022,1021,1019,10,10,10,21,8,,0.00,1,,225
2000-6-23,34,24,15,11,7,1,67,35,12,1022,1020,1018,10,10,10,19,6,,0.00,1,,274
2000-6-24,27,21,16,13,10,2,68,53,21,1022,1021,1018,,,,14,8,,0.00,,,17
2000-6-25,35,26,16,14,11,3,55,38,24,1019,1017,1015,,,,19,8,,0.00,,,39
2000-6-26,37,28,19,16,12,9,68,40,18,1019,1017,1014,10,10,10,29,6,,0.00,2,,181
2000-6-27,31,26,22,14,9,3,53,34,17,1021,1019,1017,,,,27,18,,0.00,,,240
2000-6-28,33,24,15,12,8,5,59,36,17,1021,1020,1018,,,,23,8,,0.00,,,237
2000-6-29,34,26,17,12,8,2,59,34,13,1020,1018,1016,10,10,10,26,6,,0.00,1,,259
2000-6-30,34,24,15,9,4,-3,59,28,9,1018,1016,1013,10,10,10,37,10,47,0.00,1,,255
2000-7-1,32,24,17,11,7,4,56,31,18,1015,1013,1012,,,,27,13,,0.00,,,219
2000-7-2,30,23,17,11,8,4,64,37,19,1014,1013,1012,10,10,10,29,10,,0.00,3,,218
2000-7-3,27,22,18,19,8,6,100,42,26,1023,1014,1011,10,10,10,35,16,,0.00,3,,244
2000-7-4,28,20,12,9,5,-2,77,38,15,1017,1016,1015,10,10,10,34,13,,0.00,2,,247
2000-7-5,32,22,12,8,4,0,62,33,15,1018,1016,1014,10,10,10,14,6,37,0.00,1,,279
2000-7-6,35,26,16,17,9,3,64,37,15,1017,1016,1014,10,10,10,34,11,,0.00,3,,247
2000-7-7,31,23,16,11,4,-1,55,28,14,1018,1017,1016,,,,19,11,39,0.00,,,254
2000-7-8,30,23,16,10,7,4,63,39,22,1021,1019,1018,,,,27,16,,0.00,,,50
2000-7-9,32,23,14,8,5,1,63,35,16,1021,1018,1012,10,10,10,29,14,,0.00,1,,344
2000-7-10,25,20,16,15,9,3,94,46,27,1013,1010,1009,10,10,7,26,8,,0.00,5,Rain,334
2000-7-11,25,18,12,8,4,1,67,41,22,1017,1014,1011,10,10,10,21,11,,0.00,3,,11
2000-7-12,28,19,10,5,2,0,71,35,16,1022,1020,1017,,,,14,8,,0.00,,,45
2000-7-13,32,22,13,10,5,2,51,32,15,1023,1022,1019,,,,23,8,,0.00,1,,3
2000-7-14,33,24,17,10,8,6,59,35,20,1024,1021,1018,,,,24,11,,0.00,,,29
2000-7-15,32,24,18,10,9,8,59,38,24,1020,1018,1014,10,10,10,29,16,,0.00,1,,35
2000-7-16,32,24,17,12,9,5,68,40,18,1016,1014,1010,10,10,10,16,10,,0.00,1,,53
2000-7-17,32,24,18,18,15,8,94,60,31,1016,1014,1011,10,10,4,21,11,,0.00,4,Rain-Thunderstorm,88
2000-7-18,32,24,17,15,13,9,88,50,24,1018,1017,1016,10,10,10,23,8,,0.00,2,,270
2000-7-19,33,24,17,14,9,0,77,41,12,1018,1017,1015,,,,16,6,,0.00,,,221
2000-7-20,35,25,15,10,5,0,67,29,11,1017,1016,1014,,,,19,5,,0.00,,,279
2000-7-21,37,27,17,12,7,3,48,29,16,1017,1015,1012,10,10,10,23,8,,0.00,2,,206
2000-7-22,32,26,21,11,6,1,46,28,15,1016,1014,1012,10,10,10,26,13,,0.00,1,,217
2000-7-23,27,22,18,10,6,1,49,35,20,1014,1012,1011,10,10,10,39,11,58,0.00,3,,219
2000-7-24,27,21,16,15,10,8,68,49,34,1015,1014,1012,10,10,10,35,14,,0.00,4,,247
2000-7-25,27,23,19,16,13,8,83,56,34,1014,1012,1010,10,10,10,39,23,,0.00,3,,235
2000-7-26,29,20,12,10,6,-1,82,41,16,1017,1015,1013,10,10,10,16,8,,0.00,1,,236
2000-7-27,33,23,13,8,4,1,63,31,13,1019,1017,1016,,,,27,8,,0.00,,,249
2000-7-28,33,24,16,10,7,2,55,33,14,1021,1019,1018,,,,16,5,,0.00,,,311
2000-7-29,34,26,17,13,9,5,59,36,17,1023,1021,1018,,,,19,10,,0.00,,,40
2000-7-30,36,28,20,13,10,7,52,35,17,1022,1021,1019,10,10,10,14,8,,0.00,1,,358
2000-7-31,38,28,19,14,9,0,60,33,10,1023,1021,1019,10,10,10,16,6,,0.00,1,,187
2000-8-1,36,28,20,11,7,3,40,27,13,1022,1020,1018,10,10,10,39,10,,0.00,4,,258
2000-8-2,37,28,20,12,7,-1,49,28,10,1021,1020,1017,10,10,10,29,10,,0.00,2,,219
2000-8-3,30,22,15,14,8,3,63,40,23,1022,1019,1019,10,10,10,34,8,,0.00,3,,23
2000-8-4,27,19,12,7,5,1,67,41,20,1026,1024,1021,10,10,10,26,16,,0.00,1,,35
2000-8-5,27,19,12,7,6,4,67,42,24,1026,1024,1021,10,10,10,26,16,,0.00,3,,51
2000-8-6,29,21,14,7,4,0,63,37,15,1025,1023,1021,10,10,10,26,16,,0.00,2,,45
2000-8-7,30,22,15,8,6,3,59,36,18,1024,1022,1019,,,,21,10,,0.00,,,39
2000-8-8,33,23,14,9,4,2,55,32,15,1023,1021,1019,10,10,10,14,6,,0.00,1,,3
2000-8-9,35,25,15,7,3,0,51,27,11,1022,1020,1018,,,,11,5,,0.00,,,22
2000-8-10,37,26,16,7,4,2,42,25,12,1021,1019,1016,,,,23,8,,0.00,,,284
2000-8-11,31,23,17,12,7,4,45,32,20,1017,1015,1012,10,10,5,47,10,,0.00,5,,279
2000-8-22,27,,27,-1,-1,-1,16,16,16,1015,1015,1015,,,,19,19,,0.00,,,260
2000-8-27,28,24,20,10,8,5,49,34,23,1022,1022,1021,10,10,10,14,11,,0.00,,,40
2000-9-1,32,22,12,11,4,1,58,34,15,1015,1014,1012,,,,19,6,,0.00,,,310
2000-9-2,33,22,12,7,3,-4,54,29,9,1017,1016,1014,,,,27,5,,0.00,,,336
2000-9-3,31,23,15,13,8,-2,72,41,12,1019,1017,1015,10,10,10,26,10,,0.00,1,,353
2000-9-4,29,22,16,9,6,2,63,39,20,1022,1019,1017,10,10,10,24,16,,0.00,1,,55
2000-9-5,28,20,13,12,5,0,63,39,17,1024,1023,1021,10,10,10,19,10,,0.00,2,,9
2000-9-6,31,21,11,7,2,0,50,30,15,1023,1021,1019,,,,11,6,,0.00,,,270
2000-9-7,34,23,13,9,3,0,44,28,14,1020,1019,1016,,,,16,5,,0.00,,,334
2000-9-8,33,24,15,13,9,7,63,36,20,1019,1018,1017,10,10,10,23,8,,0.00,1,,111
2000-9-9,33,26,18,16,14,10,83,51,26,1023,1021,1019,10,10,10,21,11,,0.00,1,,163
2000-9-10,33,24,17,12,11,10,64,41,26,1023,1020,1017,10,10,10,19,6,,0.00,3,,185
2000-9-11,32,24,17,12,9,7,68,41,22,1018,1016,1014,10,10,10,34,6,,0.00,2,,12
2000-9-12,31,22,14,11,7,1,67,40,15,1018,1016,1014,10,10,10,14,6,,0.00,1,,299
2000-9-13,32,23,14,11,6,2,55,33,16,1018,1016,1015,10,10,10,26,8,,0.00,1,,270
2000-9-14,32,22,13,6,2,-1,51,31,13,1019,1018,1017,,,,21,6,37,0.00,,,325
2000-9-15,32,22,13,7,2,-1,44,28,14,1020,1018,1017,,,,24,6,,0.00,,,301
2000-9-16,30,20,11,9,4,2,54,34,18,1020,1017,1015,10,10,10,21,8,,0.00,1,,280
2000-9-17,27,19,11,11,8,4,62,43,28,1016,1014,1011,10,10,10,19,10,,0.00,3,,259
2000-9-18,27,19,12,11,9,6,82,52,28,1013,1011,1007,10,10,10,24,8,39,0.00,3,,268
2000-9-19,23,18,13,13,8,3,94,59,35,1007,1006,1004,10,9,3,34,21,,0.00,4,Rain,239
2000-9-20,19,14,9,10,3,1,87,53,32,1019,1013,1006,10,10,9,29,18,,0.00,4,Rain,296
2000-9-21,22,13,5,6,3,0,93,55,23,1023,1021,1020,10,10,10,8,3,,0.00,1,,339
2000-9-22,27,16,6,6,4,1,87,50,18,1023,1021,1018,,,,10,5,,0.00,,,349
2000-9-23,28,18,9,6,4,2,71,42,20,1020,1018,1015,,,,13,6,,0.00,,,340
2000-9-24,26,18,11,9,7,5,71,47,32,1020,1019,1017,10,10,10,21,5,,0.00,3,,298
2000-9-25,29,20,11,12,8,7,82,52,27,1023,1021,1020,10,10,10,10,5,,0.00,1,,337
2000-9-26,24,19,15,17,14,11,94,70,47,1024,1022,1020,10,10,7,19,8,,0.00,5,Rain-Thunderstorm,11
2000-9-27,26,19,12,15,11,6,100,64,29,1023,1021,1018,10,10,10,14,5,,0.00,2,,243
2000-9-28,21,16,12,11,8,5,88,67,37,1018,1014,1010,10,9,6,26,8,,0.00,5,Rain,213
2000-9-29,19,14,11,12,8,2,94,74,34,1010,1008,1007,10,10,10,23,11,,0.00,5,,246
2000-9-30,20,13,6,8,5,1,93,61,30,1014,1012,1010,10,10,10,26,8,,0.00,3,,308
2000-10-1,19,13,8,11,6,3,82,57,35,1017,1015,1013,10,10,10,26,10,,0.00,3,,297
2000-10-2,24,19,15,12,6,0,72,47,24,1024,1021,1017,10,10,10,21,11,,0.00,3,,274
2000-10-3,27,16,5,3,0,-5,76,39,12,1025,1022,1019,,,,10,3,,0.00,,,245
2000-10-4,27,17,7,1,-1,-4,58,32,13,1022,1020,1017,10,9,8,11,5,,0.00,2,,313
2000-10-5,26,17,9,9,2,-1,62,39,18,1021,1019,1018,10,9,8,26,5,,0.00,4,,25
2000-10-6,24,17,11,9,4,-4,72,46,17,1024,1023,1021,,,,24,18,,0.00,,,43
2000-10-7,24,14,5,1,-2,-8,70,36,14,1025,1024,1022,,,,21,10,,0.00,,,16
2000-10-8,25,15,5,1,-1,-3,65,36,17,1024,1023,1020,,,,13,6,,0.00,,,326
2000-10-9,25,16,6,7,-1,-2,61,36,17,1021,1017,1013,,,,26,6,,0.00,,,291
2000-10-10,20,18,16,9,6,2,63,45,30,1013,1011,1010,10,10,10,37,24,,0.00,3,,289
